Name,Unique ID,__url,Slug,Image,Description,Twitter,Website,Facebook,Summaries,Collection ID,Locale ID,Item ID,Summaries copy
Chris Anderson,239,https://www.actionablebooks.com/en-ca/authors/Chris-Anderson/,Chris-Anderson,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2010/10/Chris-Anderson-lg-180x220.jpg,"Chris Anderson is editor-in-chief of “WIRED” magazine, a position he took in 2001. During his tenure, the magazine has been nominated for nine National Magazine Award nominations and has won the prestigious top prize for general excellence three times (2005, 2007 and 2009). At the end of 2009, AdWeek honoured this consistent record of success by naming “WIRED” ‘Magazine of the Decade’. Anderson is the author of “The New York Times” bestsellers, “The Long Tail” and “FREE: The Future of a Radical Price.” He is also one of the founders of Booktour.com, a free online service that connects authors on tour with potential audiences. In April 2007, Anderson was named to the ‘Time 100,’ the news magazine’s annual list of the most influential people in the world. Previously, Anderson was at “The Economist,” where he served as U.S. business editor, Asia business editor and technology editor. Anderson’s media career began at the two premier science journals, “Nature” and “Science,” where he served in several editorial capacities. Anderson holds a Bachelor of Science degree in Physics from George Washington University and studied Quantum Mechanics and Science Journalism at the University of California at Berkeley.",http://twitter.com/chr1sa/,http://www.wired.com/,,"Free,The Long Tail",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779ccf8540e93586286a4,"Free,The Long Tail"
Roger Fisher And William Ury,252,https://www.actionablebooks.com/en-ca/authors/Roger-Fisher-and-William-Ury/,Roger-Fisher-and-William-Ury,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2011/08/williamury.jpg,"ROGER FISHER“Roger Fisher is the Samuel Williston Professor of Law Emeritus, Director of the Harvard Negotiation Project, and the founder of two consulting organizations devoted to strategic advice and negotiation training.”",,http://www.williamury.com/,,Getting to Yes,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a497c144d13154ce8fa,Getting to Yes
Geoff Smart,836,https://www.actionablebooks.com/en-ca/authors/Geoff-Smart/,Geoff-Smart,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/01/author1.jpg,"Geoff Smart is a CEO, bestselling author, and social entrepreneur whose mission is to create, communicate, and put into practice useful ideas about leadership.",,http://www.whothebook.com/,,Who: The A Method For Hiring,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779f7cd562e22313614af,Who: The A Method For Hiring
Jack Welch,322,https://www.actionablebooks.com/en-ca/authors/Jack-Welch/,Jack-Welch,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2010/10/jackwelch-lg-180x220.jpg,"Jack Welch is the author of “Winning,” a number one “Wall Street Journal” and international bestseller. In 2001, he wrote his #1 “New York Times” and also international bestselling autobiography, “Jack: Straight from the Gut.” From 2005–2009, together with his wife Suzy Welch, he wrote a widely read weekly column, “The Welch Way.” This column appeared in BusinessWeek magazine and was published by the “New York Times” syndicate and appeared in more than 45 major newspapers around the world, reaching more than 8 million readers. He recently launched the Jack Welch Management Institute, a unique online MBA program aimed at giving students around the world and at every career level the tools to transform their lives and the organizations of the future.",http://twitter.com/jack_welch/,http://www.welchway.com/,,"Jack: Straight from the Gut,The Real-Life MBA",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a01ba308546c5a7a42d,"Jack: Straight from the Gut,The Real-Life MBA"
Warwick Cairns,288,https://www.actionablebooks.com/en-ca/authors/Warwick-Cairns/,Warwick-Cairns,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/04/warwick-cairns.jpg,"I was born in 1962 and grew up in Dagenham, in Essex. For the first few years of my life I lived in a ‘prefab,’ which was made, as far as I can remember, out of asbestos. Or else radioactive waste, or something.",,http://www.warwickcairns.com/,,How to Live Dangerously,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a638ac6e23258e5285b,How to Live Dangerously
Al Switzler,123,https://www.actionablebooks.com/en-ca/authors/Al-Switzler/,Al-Switzler,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2011/10/crucial_conversations1-180x213.jpg,Al Switzler is a renowned consultant and speaker who has directed training and management initiatives with dozens of Fortune 500 companies worldwide. He is on the faculty of the Executive Development Center at the University of Michigan.,,http://www.vitalsmarts.com/,,"Change Anything,Crucial Confrontations,Crucial Conversations",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779a7a859109b87e39bf6,"Crucial Conversations,Crucial Confrontations,Change Anything"
Craig Ross,168,https://www.actionablebooks.com/en-ca/authors/Craig-Ross/,Craig-Ross,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/08/craig-ross.jpg,"Craig Ross has helped many organizations dramatically improve performance because of his uncanny ability to help them tell the truth. With Craig’s high energy and dynamic approach, he assists teams in creating alignment, communication, and trust, so they can better achieve their mission. For nearly a decade, he has partnered with C-Suite executives, leaders and teams influential within global organizations. His understanding of current business trends, along with access to thousands of leaders in numerous industries, allows him to deliver innovative leadership strategies to Verus Global’s expanding client base.",,http://www.verusglobal.com/,,Degrees of Strength,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779d38782c545093fc080,Degrees of Strength
Dave Logan,804,https://www.actionablebooks.com/en-ca/authors/Dave-Logan/,Dave-Logan,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/11/logan.jpg,"Dave Logan is co-founder and senior partner of CultureSync, a management consulting firm specializing in cultural change, strategy, and negotiation. CultureSync’s clients include Intel, Colliers International, American Express, Prudential, and Health Net.",http://twitter.com/tribaleadership/,http://www.triballeadership.net/,,Tribal Leadership,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779e08e15a167be1826eb,Tribal Leadership
Alex Lowy,408,https://www.actionablebooks.com/en-ca/authors/Alex-Lowy/,Alex-Lowy,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2010/10/alex_lowy_bio-180x201.gif,"Alex Lowy is co-author of several best-selling business books including “The Power of the 2 x 2 Matrix” (Jossey Bass, 2004, with Phil Hood) and “Digital Capital” (Harvard Business School Press, 2000, with Don Tapscott & David Ticoll). His new book, “No Problem,” was published in 2007, and is being taught in business schools in Canada, the USA and Malaysia. Alex’s expertise is primarily in the field of business strategy, with strong emphasis on innovation and process design.",,http://www.transcendstrategy.com/,,No Problem,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779a962300ba2b20621a2,No Problem
Todd Rose,635,https://www.actionablebooks.com/en-ca/authors/Todd-Rose/,Todd-Rose,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2016/03/todd-rose-180x220.jpg,"Todd Rose is the director of the Mind, Brain, and Education program at the Harvard Graduate School of Education, where he leads the Laboratory for the Science of the Individual. The Lab’s flagship project is the Individual Mastery Project, also at the Harvard School of Education, a long-term study investigating the development of individual excellence and expertise. He is also the co-founder of The Center for Individual Opportunity, a non-profit organization that promotes the principles of individuality in work, school, and society. His talks have been featured at TedX, the Aspen Ideas Festival, and the Harvard Ed ‘8 for 8.’ He lives in Cambridge, Massachusetts.",,http://www.toddrose.com,,The End of Average,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a5d4390006f85f9545d,The End of Average
Tim Clark,117,https://www.actionablebooks.com/en-ca/authors/Tim-Clark/,Tim-Clark,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/05/TimClark.jpg,"Teaching and training is my lifework, and helping people with their personal business models is my specialty. Here’s what I believe:",http://twitter.com/BizModelYou/,http://www.timclark.net,,Business Model You,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a5db5306fca6adc5272,Business Model You
Mike Figliuolo,417,https://www.actionablebooks.com/en-ca/authors/Mike-Figliuolo/,Mike-Figliuolo,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/01/mike-figliuolo-.jpg,"Mike’s book “One Piece of Paper: The Simple Approach to Powerful, Personal Leadership” is designed to help leaders define who they are and what their personal leadership philosophy is. He graduated from the United States Military Academy at West Point in 1993 where he was an honor graduate and a Distinguished Cadet. Upon graduation, he was commissioned as an officer in the United States Army. He spent five years as an Armor officer in a variety of roles including Platoon Leader, Executive Officer, Personnel Officer and ROTC Instructor at Duke University.",http://twitter.com/Figliuolo/,http://www.thoughtleadersllc.com/team/mike-figliuolo/,,One Piece of Paper,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a3278a8c6764993ae99,One Piece of Paper
Greg Galle,787,https://www.actionablebooks.com/en-ca/authors/Greg-Galle/,Greg-Galle,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2017/08/greg-galle-180x220.jpg,"Greg Galle has over 25 years of experience applying Think Wrong Practices to a broad array of private, public, and civil sector innovation challenges including product, service, process, systems, policy, experience, engagement, talent, professional development, and culture innovation. He co-founded Future Partners, a Silicon Valley innovation product and services firm, with co-authors John Bielenberg and Mike Burn in 2012 to teach individuals, teams, and organizations around the world how to Think Wrong.",http://twitter.com/nikolaig/,http://www.thinkwrongbook.com,,Think Wrong,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779f9a4f705134a2c5e98,Think Wrong
Matthew Hertenstein,757,https://www.actionablebooks.com/en-ca/authors/Matthew-Hertenstein/,Matthew-Hertenstein,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/08/matthew.jpg,"Matthew Hertenstein received his Ph.D. in Psychology from the University of California, Berkeley and is a faculty member at DePauw University. His work has been featured on the Today Show, ABC News, NPR, and in the New York Times, the Economist, and The Guardian (UK), among others. He lives in Greencastle, Indiana, with his wife, Margo, and his ever-curious son, Isaac.",,http://www.thetellbook.com,,The Tell,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a2d7a09868617747b8b,The Tell
Ben Casnocha,751,https://www.actionablebooks.com/en-ca/authors/Ben-Casnocha/,Ben-Casnocha,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/04/Ben-Casnocha-Final-web_2_2_2-153x2301-153x220.jpg,"BEN CASNOCHA is an award-winning entrepreneur and author. He has written for Newsweek and public radio’s Marketplace and appeared on CNN, the CBS Early Show, and CNBC. BusinessWeek has named him one of “America’s best young entrepreneurs. He has spoken to more than ten thousand students and businesspeople in countries around the world.",http://twitter.com/casnocha/,http://www.thestartupofyou.com/,,The Start-up of You,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779b95999de7a135e4a66,The Start-up of You
Jessica N. Turner,650,https://www.actionablebooks.com/en-ca/authors/Jessica-N.-Turner/,Jessica-N.-Turner,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2015/07/jessica-n-turner-180x220.jpg,"Jessica N. Turner is the founder of the popular lifestyle blog The Mom Creative, where she documents her pursuit of cultivating a life well-crafted (www.themomcreative.com). Additionally, she is a writer for HuffPost Parents, Parenting.com and DaySpring’s (in)courage, an advocate for World Vision, a regular speaker at events nationwide, and an award-winning marketing professional. She and her husband, Matthew live with their three young children in Nashville, Tennessee.",http://twitter.com/JessicaNTurner/,http://www.themomcreative.com,,The Fringe Hours,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a0f2bebf41da4eb7fc9,The Fringe Hours
